uid,p,r,i,n,t,Shift,(
21916070.0,751.3203883495146,176.46902654867256,209.94252873563218,180.38260869565218,206.19496855345912,429.4418626474393,227.20560747663552
21916070.0,875.3919942300757,257.35738296619235,310.55941537809787,231.5649918962723,333.42490599424906,430.50849997118655,226.28868286445012
21916070.0,833.6677524429967,258.23988439306356,269.91222733831324,243.22625698324023,315.0833333333333,662.9427792915532,285.52095808383234
21916070.0,876.811475409836,290.8032166508988,312.0613227291754,235.1996092042618,332.2841553906591,431.64504649293997,228.82991479962132
21916070.0,843.9012694035258,291.3149556400507,311.1703470031546,232.49501126488573,332.65986394557825,431.2500862366333,227.5891497461929
21916070.0,842.246511627907,257.3606557377049,271.83637946040034,242.11804872149838,289.42003676470586,532.9676674364896,237.3991769547325
21916070.0,782.2009345794393,241.97131147540983,271.099173553719,235.515625,271.46220930232556,646.88623853211,244.20694273110652
21916070.0,816.912,239.22535211267606,299.93311148376574,250.7084745762712,284.0272952853598,656.9902755267423,293.5992647058824
21916070.0,881.752523364486,294.00297520661155,312.6417452313089,240.27591619731209,337.1760934279826,422.6569317382125,223.8396820139119
21916070.0,875.7449088960343,291.16408472968703,271.9560709030467,232.9961464354528,332.61807835412566,431.32368315239245,228.22176526415691
21916070.0,817.5593220338983,243.63059701492537,280.3778337531486,245.70967741935485,281.5118733509235,399.93518558314105,289.72265625
21916070.0,873.3010845986985,294.74798619102415,314.61270648030495,229.52590572652903,338.02659574468083,413.42368903264685,217.78204144282427
21916070.0,788.7329192546584,229.84444444444443,256.3085501858736,226.20430107526883,258.5753968253968,406.66758372109615,269.60818713450294
21916070.0,875.1438848920864,291.75429662635264,270.9073193541297,232.02166882276845,333.2067519858782,430.86094316807737,226.77295918367346
21916070.0,858.8223350253808,274.70991797166295,280.20867869332034,225.38299473288185,310.7506387327542,427.2748403994107,268.4154798140994
21916070.0,876.5898256848096,290.73024866226,297.7425904289216,233.46148929370406,332.0787984327384,431.7111722872218,229.02423670129053
21916070.0,883.8586466165414,294.56910299003323,312.28470691934774,230.3104961187985,337.81864211737627,470.12601410781065,223.1102231102231
21916070.0,751.3203883495146,176.46902654867256,209.94252873563218,180.38260869565218,206.19496855345912,570.2356378961185,227.20560747663552
21916070.0,875.3919942300757,282.08026099795836,310.55941537809787,231.5649918962723,333.42490599424906,430.50849997118655,226.28868286445012
21916070.0,833.6677524429967,258.23988439306356,289.818359375,237.64489566730472,315.0833333333333,662.9427792915532,285.52095808383234
21916070.0,876.811475409836,290.8032166508988,312.0613227291754,233.27587311759052,332.2841553906591,431.64504649293997,251.95276976846884
21916070.0,854.0286361112051,291.3149556400507,311.1703470031546,232.49501126488573,332.65986394557825,431.2500862366333,227.5891497461929
21916070.0,842.246511627907,257.3606557377049,271.83637946040034,222.24559023066485,289.42003676470586,465.10619225459544,237.3991769547325
21916070.0,782.2009345794393,249.46218546437328,271.099173553719,235.515625,271.46220930232556,646.88623853211,279.75431034482756
21916070.0,816.912,239.22535211267606,288.3333333333333,226.733231252436,284.0272952853598,656.9902755267423,293.5992647058824
21916070.0,881.752523364486,294.00297520661155,312.6417452313089,230.30389523169913,337.1760934279826,512.420924092638,223.8396820139119
21916070.0,875.7449088960343,291.16408472968703,311.7488459924465,216.492344863159,332.61807835412566,431.32368315239245,228.22176526415691
21916070.0,817.5593220338983,243.63059701492537,280.3778337531486,245.70967741935485,281.5118733509235,654.7038917089678,254.72999333193485
21916070.0,873.3010845986985,294.74798619102415,314.61270648030495,238.34413370658532,338.02659574468083,423.7949002217295,217.78204144282427
21916070.0,788.7329192546584,229.84444444444443,256.3085501858736,226.20430107526883,258.5753968253968,406.88683940678607,269.60818713450294
21916070.0,875.1438848920864,291.75429662635264,310.62552831783603,217.44652608604218,333.2067519858782,430.86094316807737,226.77295918367346
21916070.0,858.8223350253808,274.70991797166295,280.20867869332034,225.38299473288185,310.7506387327542,429.33618971128925,229.28721017202693
21916070.0,876.5898256848096,290.73024866226,312.28440175401965,233.46148929370406,336.0587689699687,431.7111722872218,229.02423670129053
21916070.0,883.8586466165414,294.56910299003323,312.28470691934774,230.3104961187985,315.1633124734202,422.30645350887505,223.1102231102231
21916070.0,877.8577798752032,176.46902654867256,209.94252873563218,180.38260869565218,206.19496855345912,436.1219512195122,227.20560747663552
21916070.0,875.3919942300757,292.07049441786285,310.55941537809787,225.17825186889266,333.42490599424906,430.50849997118655,226.28868286445012
21916070.0,833.6677524429967,258.23988439306356,289.818359375,243.22625698324023,315.0833333333333,662.9427792915532,241.9355799194779
21916070.0,876.811475409836,290.8032166508988,312.0613227291754,233.27587311759052,332.2841553906591,431.64504649293997,261.31353661542346
21916070.0,875.9971346704871,291.3149556400507,311.1703470031546,232.49501126488573,332.65986394557825,431.2500862366333,239.11707318612818
21916070.0,842.246511627907,257.3606557377049,271.83637946040034,222.24559023066485,344.5722055726619,532.9676674364896,237.3991769547325
21916070.0,782.2009345794393,241.97131147540983,271.099173553719,235.515625,271.46220930232556,595.4966471370824,279.75431034482756
21916070.0,816.912,239.22535211267606,288.3333333333333,250.7084745762712,284.0272952853598,656.9902755267423,256.0220142618401
21916070.0,838.1512203673673,294.00297520661155,312.6417452313089,230.30389523169913,337.1760934279826,422.6569317382125,223.8396820139119
21916070.0,875.7449088960343,291.16408472968703,311.7488459924465,232.9961464354528,332.61807835412566,481.9236151995117,228.22176526415691
21916070.0,822.6418237551567,243.63059701492537,280.3778337531486,245.70967741935485,281.5118733509235,654.7038917089678,289.72265625
21916070.0,873.3010845986985,294.74798619102415,314.61270648030495,229.52590572652903,338.02659574468083,550.1922725046567,217.78204144282427
21916070.0,788.7329192546584,229.84444444444443,256.3085501858736,226.20430107526883,258.5753968253968,602.6961722488038,253.31037565026682
21916070.0,875.1438848920864,291.75429662635264,310.62552831783603,232.02166882276845,277.5179925531925,430.86094316807737,226.77295918367346
21916070.0,855.1639014663195,274.70991797166295,280.20867869332034,225.38299473288185,310.7506387327542,427.2748403994107,229.28721017202693
21916070.0,876.5898256848096,292.546362657698,312.28440175401965,233.46148929370406,332.0787984327384,431.7111722872218,229.02423670129053
21916070.0,883.8586466165414,294.56910299003323,302.1692906663268,230.3104961187985,337.81864211737627,422.30645350887505,223.1102231102231
21916070.0,751.3203883495146,241.32178946220273,209.94252873563218,180.38260869565218,206.19496855345912,436.1219512195122,227.20560747663552
21916070.0,875.3919942300757,292.07049441786285,310.55941537809787,231.5649918962723,333.42490599424906,430.50849997118655,266.76213113447363
21916070.0,833.6677524429967,258.23988439306356,289.818359375,243.22625698324023,315.0833333333333,413.88350324206,285.52095808383234
21916070.0,876.811475409836,290.8032166508988,314.89202272261,233.27587311759052,332.2841553906591,431.64504649293997,228.82991479962132
21916070.0,875.9971346704871,291.3149556400507,311.1703470031546,232.49501126488573,332.65986394557825,431.2500862366333,259.6591651726772
21916070.0,842.246511627907,257.3606557377049,271.83637946040034,222.24559023066485,289.42003676470586,532.9676674364896,230.47725513124794
21916070.0,782.2009345794393,241.97131147540983,271.099173553719,235.515625,271.46220930232556,502.8494934826447,279.75431034482756
21916070.0,816.912,239.22535211267606,288.3333333333333,250.7084745762712,284.0272952853598,527.9643118791769,293.5992647058824
21916070.0,876.8684221510316,294.00297520661155,312.6417452313089,230.30389523169913,337.1760934279826,422.6569317382125,223.8396820139119
21916070.0,875.7449088960343,291.16408472968703,311.35529883228014,232.9961464354528,332.61807835412566,431.32368315239245,228.22176526415691
21916070.0,808.4034410770674,243.63059701492537,280.3778337531486,245.70967741935485,281.5118733509235,654.7038917089678,289.72265625
21916070.0,873.3010845986985,294.74798619102415,314.61270648030495,229.52590572652903,338.02659574468083,449.9791625302632,217.78204144282427
21916070.0,788.7329192546584,229.84444444444443,316.73382548317863,226.20430107526883,258.5753968253968,602.6961722488038,269.60818713450294
21916070.0,875.1438848920864,291.75429662635264,310.62552831783603,232.02166882276845,337.9109909632474,430.86094316807737,226.77295918367346
21916070.0,874.7676957129529,274.70991797166295,280.20867869332034,225.38299473288185,310.7506387327542,427.2748403994107,229.28721017202693
21916070.0,876.5898256848096,290.73024866226,312.28440175401965,233.46148929370406,332.0787984327384,520.4052468844094,229.02423670129053
21916070.0,883.8586466165414,294.56910299003323,312.28470691934774,236.57897137378177,337.81864211737627,422.30645350887505,223.1102231102231
21916070.0,751.3203883495146,176.46902654867256,209.94252873563218,234.44830308034108,206.19496855345912,436.1219512195122,227.20560747663552
21916070.0,875.3919942300757,292.07049441786285,312.49415013095376,231.5649918962723,333.42490599424906,430.50849997118655,226.28868286445012
21916070.0,833.6677524429967,248.4519821148648,289.818359375,243.22625698324023,315.0833333333333,662.9427792915532,285.52095808383234
21916070.0,876.811475409836,290.8032166508988,312.0613227291754,233.27587311759052,291.8899822373225,431.64504649293997,228.82991479962132
21916070.0,875.9971346704871,244.68891944615856,311.1703470031546,232.49501126488573,332.65986394557825,431.2500862366333,227.5891497461929
21916070.0,842.246511627907,257.3606557377049,282.3502388290504,222.24559023066485,289.42003676470586,532.9676674364896,237.3991769547325
21916070.0,782.2009345794393,241.97131147540983,303.86079587539393,235.515625,271.46220930232556,646.88623853211,279.75431034482756
21916070.0,816.912,239.22535211267606,307.3001902741337,250.7084745762712,284.0272952853598,656.9902755267423,293.5992647058824
21916070.0,808.447893520003,294.00297520661155,312.6417452313089,230.30389523169913,337.1760934279826,422.6569317382125,223.8396820139119
21916070.0,875.7449088960343,244.58248406004878,311.7488459924465,232.9961464354528,332.61807835412566,431.32368315239245,228.22176526415691
21916070.0,817.5593220338983,243.63059701492537,280.3778337531486,245.70967741935485,291.7780833199554,654.7038917089678,289.72265625
21916070.0,873.3010845986985,294.74798619102415,314.61270648030495,244.7499449616434,338.02659574468083,423.7949002217295,217.78204144282427
21916070.0,788.7329192546584,254.11853046936594,256.3085501858736,226.20430107526883,258.5753968253968,602.6961722488038,269.60818713450294
21916070.0,875.1438848920864,291.75429662635264,310.62552831783603,237.1148829094278,333.2067519858782,430.86094316807737,226.77295918367346
21916070.0,830.413738789884,274.70991797166295,280.20867869332034,225.38299473288185,310.7506387327542,427.2748403994107,229.28721017202693
21916070.0,876.5898256848096,290.73024866226,312.28440175401965,233.46148929370406,332.0787984327384,431.7111722872218,244.9938782432372
21916070.0,829.9846714190652,294.56910299003323,312.28470691934774,230.3104961187985,337.81864211737627,422.30645350887505,223.1102231102231
21916070.0,751.3203883495146,176.46902654867256,209.94252873563218,180.38260869565218,206.19496855345912,436.1219512195122,234.40002965918896
21916070.0,875.3919942300757,292.07049441786285,310.55941537809787,218.7672721032541,333.42490599424906,430.50849997118655,226.28868286445012
21916070.0,833.6677524429967,258.23988439306356,289.818359375,243.22625698324023,337.8222218259262,662.9427792915532,285.52095808383234
21916070.0,876.811475409836,290.8032166508988,312.0613227291754,225.5068263836247,332.2841553906591,431.64504649293997,228.82991479962132
21916070.0,875.9971346704871,291.3149556400507,311.1703470031546,232.49501126488573,332.65986394557825,431.2500862366333,269.67348501738593
21916070.0,842.246511627907,257.3606557377049,270.3137676547869,222.24559023066485,289.42003676470586,532.9676674364896,237.3991769547325
21916070.0,862.6788712993608,241.97131147540983,271.099173553719,235.515625,271.46220930232556,646.88623853211,279.75431034482756
21916070.0,816.912,239.22535211267606,288.3333333333333,216.6775970589401,284.0272952853598,656.9902755267423,293.5992647058824
21916070.0,881.752523364486,294.00297520661155,304.77835749180235,230.30389523169913,337.1760934279826,422.6569317382125,223.8396820139119
21916070.0,875.7449088960343,295.5951101481433,311.7488459924465,232.9961464354528,332.61807835412566,431.32368315239245,228.22176526415691
21916070.0,817.5593220338983,243.63059701492537,280.3778337531486,245.70967741935485,281.5118733509235,511.679263986822,289.72265625
21916070.0,873.3010845986985,294.74798619102415,314.61270648030495,229.52590572652903,338.02659574468083,423.7949002217295,269.58259671970467
21916070.0,788.7329192546584,229.84444444444443,256.3085501858736,226.20430107526883,258.5753968253968,415.01224834447765,269.60818713450294
21916070.0,875.1438848920864,291.75429662635264,310.62552831783603,232.02166882276845,333.2067519858782,430.86094316807737,221.1201837966091
21916070.0,858.8223350253808,274.70991797166295,280.20867869332034,225.38299473288185,310.7506387327542,442.1637388480671,229.28721017202693
21916070.0,876.5898256848096,290.73024866226,312.28440175401965,215.7932650828269,332.0787984327384,431.7111722872218,229.02423670129053
21916070.0,883.8586466165414,294.56910299003323,312.28470691934774,231.97981081121958,337.81864211737627,422.30645350887505,223.1102231102231
21916070.0,751.3203883495146,176.46902654867256,288.61916102453733,180.38260869565218,206.19496855345912,436.1219512195122,227.20560747663552
21916070.0,875.3919942300757,292.07049441786285,310.55941537809787,238.81923680230477,333.42490599424906,430.50849997118655,226.28868286445012
21916070.0,833.6677524429967,258.23988439306356,289.818359375,243.22625698324023,315.0833333333333,534.9197166378298,285.52095808383234
21916070.0,876.811475409836,290.8032166508988,312.0613227291754,218.03002311482723,332.2841553906591,431.64504649293997,228.82991479962132
21916070.0,875.9971346704871,300.1495344520125,311.1703470031546,232.49501126488573,332.65986394557825,431.2500862366333,227.5891497461929
21916070.0,842.246511627907,257.3606557377049,296.33630650526356,222.24559023066485,289.42003676470586,532.9676674364896,237.3991769547325
21916070.0,782.2009345794393,263.2454984266558,271.099173553719,235.515625,271.46220930232556,646.88623853211,279.75431034482756
21916070.0,816.912,239.22535211267606,269.78799055829387,250.7084745762712,284.0272952853598,656.9902755267423,293.5992647058824
21916070.0,881.752523364486,294.00297520661155,312.6417452313089,230.30389523169913,337.1760934279826,422.6569317382125,263.53867076925127
21916070.0,875.7449088960343,291.16408472968703,311.7488459924465,232.9961464354528,332.61807835412566,403.0083963484892,228.22176526415691
21916070.0,817.5593220338983,243.63059701492537,280.3778337531486,245.70967741935485,303.8319604951283,654.7038917089678,289.72265625
21916070.0,873.3010845986985,294.74798619102415,314.61270648030495,229.52590572652903,338.02659574468083,438.24277488028383,217.78204144282427
